project_id,constituency_id,district,state,mp_name,work_category,sanctioned_amount,released_amount,expenditure_amount,sanction_date,completion_date,status,implementing_agency,contractor_name,contractor_reg_no,contractor_address,contractor_pan,latitude,longitude,completion_certificate,geo_photo_uploaded,financial_year
B-BHA-2023-0172,BR-04,Bhagalpur,Bihar,MP Veer Minhas,drainage,1462104,1338425,1239102,2023-10-24,2023-09-29,completed,District Rural Development Agency (DRDA),Royal Highway Builders,REG-RJ-551,"H.No. 02, Dube, Bhagalpur, PIN - 302001",RYHB8822P,25.222212,87.021473,False,False,2023-24
G-RAJ-2024-0173,GJ-04,Rajkot,Gujarat,MP Fitan Thakur,building,4325922,4268887,3993963,2024-03-02,2024-12-22,completed,Municipal Corporation Engineering Cell,Som Group Builders,REG-851,"28/023, Ramachandran Ganj, Rajkot, PIN - 472147",KLREK4318K,22.308638,70.872011,True,True,2024-25
R-JOD-2024-0174,RJ-02,Jodhpur,Rajasthan,MP Meera Banerjee,sanitation,594327,566543,515318,2024-11-26,,stalled,Municipal Corporation Engineering Cell,Vohra and Sons Builders,REG-996,"H.No. 95
Agate, Jodhpur, PIN - 228326",TZMSL3241G,26.29063,72.946364,False,False,2024-25
M-SOL-2023-0175,MH-06,Solapur,Maharashtra,MP Tara Kaul,building,6060000,6060000,5938800,2023-04-26,,stalled,Rural Engineering Services (RES),M/s Maa Durga Infrastructure,REG-BR-442,"010
Sharaf Marg, Solapur, PIN - 800001",MDUIN9988K,17.692262,75.954813,False,False,2023-24
UP-LUC-2024-0176,UP-01,Lucknow,Uttar Pradesh,MP Jack Hans,drainage,1620293,1593491,1529376,2024-05-23,2024-09-14,completed,District Rural Development Agency (DRDA),Brar-Mand Builders,REG-674,"44/113
Ghose Ganj, Lucknow, PIN - 453939",DJTGJ6364T,26.880283,80.870802,True,True,2024-25
M-PUN-2024-0177,MH-01,Pune,Maharashtra,MP Isaac Babu,road,489942,489942,489942,2024-12-25,2025-06-25,completed,Municipal Corporation Engineering Cell,National Infra Conclave,REG-DL-990,"H.No. 044
Goswami Ganj, Pune, PIN - 110001",NATIN3322R,18.457651,73.903589,True,True,2024-25
UP-BAR-2023-0178,UP-03,Barabanki,Uttar Pradesh,MP Yashica Shukla,sanitation,656754,576444,539063,2023-02-20,2023-05-08,completed,Municipal Corporation Engineering Cell,Wali-Warrior Builders,REG-344,"463, Khatri Zila, Barabanki, PIN - 709573",MDOIO5431W,26.982538,81.254995,True,True,2023-24
TN-TIR-2023-0179,TN-04,Tiruchirappalli,Tamil Nadu,MP Aayush Sekhon,road,1524551,1339671,1243463,2023-10-25,,stalled,Public Works Department (PWD),Zacharia-Sehgal Builders,REG-144,"740
Hans Street, Tiruchirappalli, PIN - 591741",SIEYI0086Z,10.866273,78.64049,False,False,2023-24
G-VAD-2023-0180,GJ-03,Vadodara,Gujarat,MP Maanas Sawhney,road,490375,490375,490375,2023-06-13,2023-11-07,completed,Rural Engineering Services (RES),Royal Highway Builders,REG-RJ-551,"92/577
Sule Street, Vadodara, PIN - 302001",RYHB8822P,22.301744,73.184356,True,True,2023-24
UP-MEE-2024-0181,UP-09,Meerut,Uttar Pradesh,MP Orinder Ravi,drainage,744443,726698,670442,2024-08-20,,ongoing,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"H.No. 246, Mital Chowk, Meerut, PIN - 225001",ABCDE1234F,29.062094,77.694874,False,False,2024-25
G-VAD-2023-0182,GJ-03,Vadodara,Gujarat,MP Aryan Mannan,drainage,1136037,1136037,1136037,2023-07-15,2023-10-28,completed,Public Works Department (PWD),M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 377
Chaudhary Street, Vadodara, PIN - 800001",MDUIN9988K,22.345829,73.243988,False,False,2023-24
R-KOT-2024-0183,RJ-03,Kota,Rajasthan,MP Ronith Rai,building,2406217,2145810,2084331,2024-02-08,,stalled,Rural Engineering Services (RES),"Toor, Ravel and Sahota Builders",REG-496,"H.No. 229, Kade Marg, Kota, PIN - 698956",LBDJI2901Q,25.254808,75.912957,False,False,2024-25
M-NAG-2024-0184,MH-02,Nagpur,Maharashtra,MP Lohit Goyal,sanitation,567277,535654,489298,2024-02-04,2024-04-03,completed,District Rural Development Agency (DRDA),Sibal-Mukhopadhyay Builders,REG-540,"15/83, Viswanathan Path, Nagpur, PIN - 243636",OLABW9585E,21.19865,79.087902,True,True,2024-25
UP-AGR-2023-0185,UP-08,Agra,Uttar Pradesh,MP Charvi Subramanian,sanitation,435446,400568,372270,2023-11-25,2023-10-24,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"53/44, Chaudhry Path, Agra, PIN - 225001",ABCDE1234F,27.177467,78.01489,False,False,2023-24
MP-BHO-2024-0186,MP-01,Bhopal,Madhya Pradesh,MP Yug Balan,drainage,1219448,1138354,1122458,2024-07-15,2024-12-04,completed,Water Supply & Sanitation Board,Khare Ltd Builders,REG-761,"73, Reddy Circle, Bhopal, PIN - 151337",PJQQR7686U,23.258537,77.354118,True,True,2024-25
TN-COI-2024-0187,TN-02,Coimbatore,Tamil Nadu,MP Radhika Kara,solar,458656,458656,458656,2024-08-18,2024-12-07,completed,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"91/56
Krishnamurthy Road, Coimbatore, PIN - 225001",ABCDE1234F,11.059435,76.92131,False,False,2024-25
M-PUN-2024-0188,MH-01,Pune,Maharashtra,MP Simon Bal,sanitation,426676,426676,426676,2024-06-26,2024-08-24,completed,Zila Parishad Engineering Division,M/s Maa Durga Infrastructure,REG-BR-442,"094, Chandran Path, Pune, PIN - 800001",MDUIN9988K,18.495623,73.833879,False,False,2024-25
B-GAY-2024-0189,BR-02,Gaya,Bihar,MP Ubika Kapur,building,3342823,2994289,2795945,2024-10-03,2025-08-08,completed,Rural Engineering Services (RES),Sarna-Naidu Builders,REG-175,"H.No. 143, Dar Zila, Gaya, PIN - 468411",UPTFL7002D,24.763579,84.993946,True,True,2024-25
R-JOD-2024-0190,RJ-02,Jodhpur,Rajasthan,MP Dakshesh Pall,drainage,1400107,1335183,1229157,2024-06-19,,ongoing,Public Works Department (PWD),Sachar-Mutti Builders,REG-625,"H.No. 701, Bhatti Ganj, Jodhpur, PIN - 161328",UHSPF8179M,26.288733,73.051082,False,False,2024-25
T-NIZ-2023-0191,TS-03,Nizamabad,Telangana,MP Divya Bail,road,1893169,1723359,1589951,2023-05-09,2024-02-08,completed,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"832, Kota Ganj, Nizamabad, PIN - 225001",ABCDE1234F,18.607657,78.067994,True,True,2023-24
A-DIB-2024-0192,AS-02,Dibrugarh,Assam,MP Henry Konda,water,766808,698059,671879,2024-07-22,,ongoing,Water Supply & Sanitation Board,"Dyal, Cheema and Thaman Builders",REG-163,"485
Raval Ganj, Dibrugarh, PIN - 268471",QKJJE0428S,27.421696,94.834977,False,False,2024-25
WB-KOL-2024-0193,WB-01,Kolkata,West Bengal,MP Shravya Dave,water,626214,566498,518217,2024-10-24,2025-01-26,completed,District Rural Development Agency (DRDA),Deep-Shan Builders,REG-299,"648
Virk Marg, Kolkata, PIN - 490133",HACDG3400R,22.62766,88.349542,True,True,2024-25
G-VAD-2023-0194,GJ-03,Vadodara,Gujarat,MP Janaki Prabhu,solar,497937,497937,497937,2023-07-08,,ongoing,Water Supply & Sanitation Board,Apex Civil Enterprises,REG-MH-109,"H.No. 702, Jani Nagar, Vadodara, PIN - 411001",APXCE7711Z,22.316772,73.170981,False,False,2023-24
G-SUR-2023-0195,GJ-02,Surat,Gujarat,MP Kashvi Kala,solar,662985,641328,580743,2023-11-28,2024-04-12,completed,Rural Engineering Services (RES),Ganesan Inc Builders,REG-277,"71/79
Basu Street, Surat, PIN - 591992",XWTBD2365K,21.186456,72.889847,True,True,2023-24
A-SIL-2023-0196,AS-03,Silchar,Assam,MP Aachal Joshi,building,1649080,1649080,1649080,2023-02-19,2023-12-09,completed,Municipal Corporation Engineering Cell,Apex Civil Enterprises,REG-MH-109,"H.No. 248
Das Circle, Silchar, PIN - 411001",APXCE7711Z,24.832732,92.71334,False,False,2023-24
R-KOT-2024-0197,RJ-03,Kota,Rajasthan,MP Charan Palan,sanitation,554441,483273,443410,2024-12-24,2025-02-24,completed,District Rural Development Agency (DRDA),Gaba-Mander Builders,REG-456,"54, Jhaveri Street, Kota, PIN - 201208",TLFLT6280I,25.19914,75.922864,True,True,2024-25
G-VAD-2024-0198,GJ-03,Vadodara,Gujarat,MP Megha Taneja,building,3618780,3243243,3128236,2024-03-12,,stalled,District Rural Development Agency (DRDA),"Madan, Chowdhury and Dixit Builders",REG-553,"H.No. 37
Dyal, Vadodara, PIN - 687057",KIWGE4422C,22.361836,73.207156,False,False,2024-25
G-RAJ-2023-0199,GJ-04,Rajkot,Gujarat,MP Gaurika Varghese,water,1015379,864270,860877,2023-09-28,2024-01-28,completed,Public Works Department (PWD),Chakraborty Group Builders,REG-482,"H.No. 94, Prasad Path, Rajkot, PIN - 465556",OBNTH9619M,22.23834,70.853833,True,True,2023-24
A-KAM-2024-0200,AS-01,Kamrup Metropolitan,Assam,MP Naveen Shukla,sanitation,311484,308703,292375,2024-01-09,,ongoing,District Rural Development Agency (DRDA),"Borde, Nayak and Buch Builders",REG-510,"42/94
Luthra Zila, Kamrup Metropolitan, PIN - 811765",TUOTE8885C,26.179282,91.796482,False,False,2024-25
A-DIB-2024-0201,AS-02,Dibrugarh,Assam,MP Laksh Muni,solar,608391,575683,554391,2024-08-23,2024-11-30,completed,Zila Parishad Engineering Division,"Shukla, Peri and Narain Builders",REG-925,"83, Sengupta Circle, Dibrugarh, PIN - 277414",GPOSS4428Y,27.456906,94.932527,True,True,2024-25
G-AHM-2023-0202,GJ-01,Ahmedabad,Gujarat,MP Jacob Sangha,sanitation,576487,529055,522362,2023-10-22,2023-11-21,completed,Zila Parishad Engineering Division,"Magar, Prasad and Pandit Builders",REG-871,"H.No. 11, Gara Circle, Ahmedabad, PIN - 788324",AFUXI3384B,22.970257,72.586283,True,True,2023-24
A-SIL-2023-0203,AS-03,Silchar,Assam,MP Gautami Ravel,solar,499430,471458,467066,2023-01-01,,ongoing,District Rural Development Agency (DRDA),Devan PLC Builders,REG-460,"18
Bava Circle, Silchar, PIN - 218633",ORKWY4902J,24.795185,92.835193,False,False,2023-24
TN-TIR-2023-0204,TN-04,Tiruchirappalli,Tamil Nadu,MP Faraj Karan,road,1856210,1704105,1648484,2023-12-17,2024-04-13,completed,Zila Parishad Engineering Division,Misra PLC Builders,REG-729,"04
Srinivas Road, Tiruchirappalli, PIN - 732937",PJBMA3269C,10.82467,78.655187,True,True,2023-24
A-DIB-2023-0205,AS-02,Dibrugarh,Assam,MP Matthew Bassi,water,1440000,1440000,1411200,2023-07-06,,stalled,Water Supply & Sanitation Board,Royal Highway Builders,REG-RJ-551,"85/44
Oak Marg, Dibrugarh, PIN - 302001",RYHB8822P,27.537973,94.891142,False,False,2023-24
M-PUN-2024-0206,MH-01,Pune,Maharashtra,MP Hema Tara,sanitation,304201,290897,283220,2024-12-13,2025-01-23,completed,Zila Parishad Engineering Division,"Sibal, Kaur and Bhalla Builders",REG-125,"H.No. 226, Kar Circle, Pune, PIN - 158458",RHRQC9238E,18.455645,73.7861,True,True,2024-25
A-KAM-2023-0207,AS-01,Kamrup Metropolitan,Assam,MP Forum Devan,solar,595808,593799,574278,2023-01-09,2023-03-10,completed,Public Works Department (PWD),"Atwal, Tandon and Parikh Builders",REG-770,"417, Warrior Circle, Kamrup Metropolitan, PIN - 619172",TYYOC2534M,26.07108,91.6849,True,True,2023-24
TN-CHE-2023-0208,TN-01,Chennai,Tamil Nadu,MP Maanas Rout,drainage,1966598,1818870,1814026,2023-05-04,2023-08-29,completed,Zila Parishad Engineering Division,Chauhan LLC Builders,REG-407,"H.No. 96
Kumer Chowk, Chennai, PIN - 504747",QLMZY6734E,13.150898,80.235968,True,True,2023-24
R-JOD-2024-0209,RJ-02,Jodhpur,Rajasthan,MP Nathaniel Virk,community_hall,1799459,1744994,1579781,2024-03-18,2024-12-09,completed,Zila Parishad Engineering Division,Sibal-Mukhopadhyay Builders,REG-540,"25/48, Khurana, Jodhpur, PIN - 243636",OLABW9585E,26.195678,72.950038,True,True,2024-25
MP-UJJ-2024-0210,MP-05,Ujjain,Madhya Pradesh,MP Oliver Kari,water,1007169,878460,821325,2024-08-16,2025-01-19,completed,Municipal Corporation Engineering Cell,Bath LLC Builders,REG-454,"H.No. 609, Salvi Chowk, Ujjain, PIN - 654103",TDNWV5319H,23.125405,75.735427,True,True,2024-25
UP-BAR-2023-0211,UP-03,Barabanki,Uttar Pradesh,MP Rachit Sarraf,solar,776079,670645,625621,2023-07-03,2023-10-01,completed,District Rural Development Agency (DRDA),Saraf PLC Builders,REG-260,"H.No. 793, Dhar Road, Barabanki, PIN - 112805",QPTYF2611C,26.910267,81.198754,True,True,2023-24
WB-KOL-2024-0212,WB-01,Kolkata,West Bengal,MP Frederick Swamy,community_hall,2557882,2425961,2414048,2024-10-22,2025-09-06,completed,Water Supply & Sanitation Board,Sridhar-Srinivas Builders,REG-506,"20/497, Parmar Street, Kolkata, PIN - 776275",FVVGL9728Q,22.513291,88.422025,True,True,2024-25
UP-GOR-2024-0213,UP-07,Gorakhpur,Uttar Pradesh,MP Sarthak Rau,drainage,1069089,923028,909399,2024-03-08,2024-10-02,completed,Water Supply & Sanitation Board,"Dhingra, Mittal and Batta Builders",REG-656,"32/18, Srinivasan Street, Gorakhpur, PIN - 700882",XXFXR5296I,26.805319,83.33879,True,True,2024-25
G-VAD-2023-0214,GJ-03,Vadodara,Gujarat,MP Waida Jani,solar,681521,599725,566466,2023-06-22,,ongoing,District Rural Development Agency (DRDA),Chada-Krishna Builders,REG-797,"38, Bhalla Path, Vadodara, PIN - 784396",QHINF8536U,22.270157,73.197255,False,False,2023-24
UP-VAR-2024-0215,UP-05,Varanasi,Uttar Pradesh,MP Ayushman Anne,solar,825398,720787,684410,2024-08-22,,stalled,Rural Engineering Services (RES),Bhargava-Rama Builders,REG-524,"20/05, Setty Nagar, Varanasi, PIN - 537398",CHHIO1267C,25.284112,82.963877,False,False,2024-25
MP-GWA-2023-0216,MP-04,Gwalior,Madhya Pradesh,MP Praneel Arora,water,680802,680802,680802,2023-09-03,2024-02-01,completed,Municipal Corporation Engineering Cell,Surya Dev Projects Ltd,REG-MP-883,"94/38, Deshmukh Chowk, Gwalior, PIN - 462001",SDPL4433Q,26.268352,78.159673,False,False,2023-24
UP-LUC-2024-0217,UP-01,Lucknow,Uttar Pradesh,MP Christopher Dasgupta,road,1863951,1607645,1587831,2024-03-26,2024-10-04,completed,Water Supply & Sanitation Board,Ganesan Inc Builders,REG-277,"H.No. 50, Rama Zila, Lucknow, PIN - 591992",XWTBD2365K,26.860653,80.939,True,True,2024-25
M-SOL-2023-0218,MH-06,Solapur,Maharashtra,MP Hema Venkatesh,building,4694769,4296041,3874133,2023-12-20,,ongoing,Rural Engineering Services (RES),Deshpande Group Builders,REG-152,"01
Goyal Chowk, Solapur, PIN - 374742",OSDWM8544F,17.582029,75.931328,False,False,2023-24
K-DHA-2024-0219,KA-03,Dharwad,Karnataka,MP Max Bahl,sanitation,415583,403404,366598,2024-12-22,2025-04-04,completed,Water Supply & Sanitation Board,Hayer-Bedi Builders,REG-508,"H.No. 01
Khare Street, Dharwad, PIN - 489580",RKXLG2525S,15.409428,75.058355,True,True,2024-25
MP-GWA-2023-0220,MP-04,Gwalior,Madhya Pradesh,MP Yash Bhatnagar,sanitation,393801,359651,327874,2023-02-10,2023-04-13,completed,Rural Engineering Services (RES),Shree Ram Construction,REG-UP-001,"29
Lal Chowk, Gwalior, PIN - 225001",ABCDE1234F,26.292519,78.178238,True,True,2023-24
UP-BAR-2024-0221,UP-03,Barabanki,Uttar Pradesh,MP Rohan Khalsa,road,1514196,1453116,1452974,2024-07-28,2024-12-15,completed,Water Supply & Sanitation Board,"Minhas, Nori and Sur Builders",REG-328,"62, Bajaj Road, Barabanki, PIN - 650828",KIKSH0359F,26.911149,81.186437,True,True,2024-25
TN-CHE-2024-0222,TN-01,Chennai,Tamil Nadu,MP Widisha Sekhon,road,2780000,2780000,2724400,2024-10-11,2025-03-17,completed,Rural Engineering Services (RES),Apex Civil Enterprises,REG-MH-109,"H.No. 388
Toor Chowk, Chennai, PIN - 411001",APXCE7711Z,13.102331,80.294089,True,True,2024-25
O-CUT-2024-0223,OD-02,Cuttack,Odisha,MP Lajita Das,building,4059949,4004573,3739931,2024-06-15,,stalled,Water Supply & Sanitation Board,Basak Inc Builders,REG-865,"03
Dugal Chowk, Cuttack, PIN - 520780",PSHYA8826G,20.403485,85.849743,False,False,2024-25
WB-HOW-2023-0224,WB-02,Howrah,West Bengal,MP Radha Ramesh,sanitation,612885,582276,531565,2023-10-07,2023-11-25,completed,Rural Engineering Services (RES),Chahal LLC Builders,REG-337,"10/63, Khosla Path, Howrah, PIN - 593550",NOUEC8629E,22.61272,88.199745,True,True,2023-24
R-UDA-2024-0225,RJ-04,Udaipur,Rajasthan,MP Nitara Nadkarni,water,1152702,1066850,1046240,2024-11-06,2025-04-02,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"050, Lanka Marg, Udaipur, PIN - 225001",ABCDE1234F,24.523635,73.66877,True,True,2024-25
TN-MAD-2023-0226,TN-03,Madurai,Tamil Nadu,MP Lipika Kale,water,771271,737304,731894,2023-12-28,,ongoing,District Rural Development Agency (DRDA),Chopra-Chandra Builders,REG-820,"H.No. 51
Ratta Nagar, Madurai, PIN - 209807",JCRQB6774C,9.999224,78.160722,False,False,2023-24
WB-MUR-2023-0227,WB-04,Murshidabad,West Bengal,MP Ridhi Goswami,road,861945,752956,699655,2023-11-04,,ongoing,Public Works Department (PWD),Mishra PLC Builders,REG-365,"H.No. 86, Das Ganj, Murshidabad, PIN - 188629",DBUFF4690S,24.175643,88.339479,False,False,2023-24
MP-JAB-2023-0228,MP-03,Jabalpur,Madhya Pradesh,MP Saumya Chand,sanitation,364857,337767,306869,2023-04-27,2023-07-05,completed,Public Works Department (PWD),Narasimhan-Samra Builders,REG-463,"891
Mohanty Ganj, Jabalpur, PIN - 284418",KAZSV5912V,23.159203,80.012799,True,True,2023-24
MP-JAB-2024-0229,MP-03,Jabalpur,Madhya Pradesh,MP Tripti Seth,drainage,1233616,1197763,1191012,2024-01-15,2024-01-01,completed,Public Works Department (PWD),Surya Dev Projects Ltd,REG-MP-883,"31/426
Aggarwal Street, Jabalpur, PIN - 462001",SDPL4433Q,23.151869,80.063511,True,True,2024-25
UP-KAN-2024-0230,UP-04,Kanpur Nagar,Uttar Pradesh,MP Dakshesh Mahal,community_hall,1887055,1851261,1799712,2024-07-13,2025-04-14,completed,Municipal Corporation Engineering Cell,Srivastava Group Builders,REG-788,"70/442, Comar Zila, Kanpur Nagar, PIN - 433139",FPCNV4540O,26.371164,80.296665,True,True,2024-25
K-DHA-2024-0231,KA-03,Dharwad,Karnataka,MP Jagat Gera,sanitation,336863,306773,282148,2024-12-12,2025-03-21,completed,Water Supply & Sanitation Board,Sarna-Bhakta Builders,REG-489,"H.No. 65
Prabhakar Road, Dharwad, PIN - 610149",IMBVK7908S,15.384815,74.981319,True,True,2024-25
WB-MUR-2024-0232,WB-04,Murshidabad,West Bengal,MP Chanakya Lad,solar,511501,436915,428028,2024-09-11,,stalled,Water Supply & Sanitation Board,"Dyal, Pathak and Kurian Builders",REG-164,"63/477
Chokshi, Murshidabad, PIN - 589911",DJIQV6941E,24.134514,88.324065,False,False,2024-25
WB-MUR-2023-0233,WB-04,Murshidabad,West Bengal,MP Nilima Bath,water,716107,640696,623836,2023-01-25,,ongoing,Municipal Corporation Engineering Cell,Bhatia-Sha Builders,REG-525,"311, Sridhar Chowk, Murshidabad, PIN - 846038",RQYJF9449L,24.253172,88.329062,False,False,2023-24
R-UDA-2024-0234,RJ-04,Udaipur,Rajasthan,MP Zashil Mahal,water,560670,488341,457949,2024-11-26,2025-04-10,completed,Zila Parishad Engineering Division,"Bali, Badami and Dube Builders",REG-724,"72/12
Pau Street, Udaipur, PIN - 810646",MVPIG9247S,24.557856,73.725679,True,True,2024-25
MP-GWA-2024-0235,MP-04,Gwalior,Madhya Pradesh,MP Fiyaz Prakash,building,4066471,3702168,3538890,2024-04-15,,ongoing,Rural Engineering Services (RES),"Joshi, Dutt and Narain Builders",REG-400,"991
Samra, Gwalior, PIN - 446814",MMYNU7068R,26.231789,78.204634,False,False,2024-25
WB-MUR-2024-0236,WB-04,Murshidabad,West Bengal,MP Eta Doshi,building,4407328,4316937,3936208,2024-12-15,2025-11-12,completed,Municipal Corporation Engineering Cell,Sami Ltd Builders,REG-195,"40/28, Badami Path, Murshidabad, PIN - 796385",LAYFR1619I,24.171637,88.319639,True,True,2024-25
TN-TIR-2023-0237,TN-04,Tiruchirappalli,Tamil Nadu,MP Rachana Chokshi,water,914996,829140,770601,2023-09-05,2024-01-21,completed,District Rural Development Agency (DRDA),Ahuja Group Builders,REG-693,"06/19, Chahal Chowk, Tiruchirappalli, PIN - 801998",WHUKY5822S,10.733242,78.71904,True,True,2023-24
UP-BAR-2024-0238,UP-03,Barabanki,Uttar Pradesh,MP Teerth Vohra,road,1626965,1626965,1626965,2024-02-28,2024-09-28,completed,Municipal Corporation Engineering Cell,M/s Maa Durga Infrastructure,REG-BR-442,"570, Ranganathan Marg, Barabanki, PIN - 800001",MDUIN9988K,26.923236,81.219505,False,False,2024-25
WB-MUR-2024-0239,WB-04,Murshidabad,West Bengal,MP Yatin Shan,community_hall,2878626,2587258,2535464,2024-08-22,,stalled,Zila Parishad Engineering Division,Madan Group Builders,REG-798,"H.No. 015, Bhargava Path, Murshidabad, PIN - 686820",ZUIHU3919F,24.157858,88.344239,False,False,2024-25
M-NAS-2023-0240,MH-03,Nashik,Maharashtra,MP Mitali Ratti,community_hall,1598625,1493366,1362514,2023-10-21,,stalled,Municipal Corporation Engineering Cell,Sarna-Bhakta Builders,REG-489,"019
Jhaveri Nagar, Nashik, PIN - 610149",IMBVK7908S,19.948288,73.808793,False,False,2023-24
UP-LUC-2023-0241,UP-01,Lucknow,Uttar Pradesh,MP Jyoti Khalsa,road,1207878,1154541,1141570,2023-01-09,,ongoing,Rural Engineering Services (RES),Sarna-Bhakta Builders,REG-489,"H.No. 487
Guha Nagar, Lucknow, PIN - 610149",IMBVK7908S,26.895807,80.963297,False,False,2023-24
UP-LUC-2024-0242,UP-01,Lucknow,Uttar Pradesh,MP Yug Randhawa,sanitation,770000,770000,754600,2024-07-09,2024-11-16,completed,Rural Engineering Services (RES),Apex Civil Enterprises,REG-MH-109,"26/270, Aggarwal Path, Lucknow, PIN - 411001",APXCE7711Z,26.889629,80.890876,True,True,2024-25
M-THA-2023-0243,MH-04,Thane,Maharashtra,MP Advay Grover,road,1628931,1602789,1483851,2023-05-13,2023-11-22,completed,Municipal Corporation Engineering Cell,Dua-Vyas Builders,REG-265,"H.No. 41
Dash Circle, Thane, PIN - 573298",NGXBQ8031I,19.17071,73.018441,True,True,2023-24
R-JOD-2024-0244,RJ-02,Jodhpur,Rajasthan,MP Tarak Sawhney,drainage,1276781,1260259,1136580,2024-02-16,,stalled,Public Works Department (PWD),Chopra-Oak Builders,REG-208,"77/378
Karnik Nagar, Jodhpur, PIN - 564582",UOBNR0604P,26.198311,73.033053,False,False,2024-25
M-NAG-2023-0245,MH-02,Nagpur,Maharashtra,MP Maanas Parsa,water,650338,606942,548784,2023-04-18,,ongoing,District Rural Development Agency (DRDA),Wadhwa-Atwal Builders,REG-924,"95/180
Krishna Zila, Nagpur, PIN - 828264",GFOQA8563H,21.170289,79.034981,False,False,2023-24
R-UDA-2023-0246,RJ-04,Udaipur,Rajasthan,MP Ekaja Mander,sanitation,448021,430493,411683,2023-10-27,2023-12-16,completed,Public Works Department (PWD),Nagi-Chaudhry Builders,REG-127,"06/359
Chana Zila, Udaipur, PIN - 523160",HMKRU7899R,24.568649,73.652176,True,True,2023-24
A-KAM-2024-0247,AS-01,Kamrup Metropolitan,Assam,MP Jeremiah Sidhu,water,759978,759978,759978,2024-11-09,2025-04-24,completed,Zila Parishad Engineering Division,National Infra Conclave,REG-DL-990,"26/90, Kala Chowk, Kamrup Metropolitan, PIN - 110001",NATIN3322R,26.0982,91.809639,False,False,2024-25
M-PUN-2023-0248,MH-01,Pune,Maharashtra,MP Rehaan Dani,community_hall,2502237,2192035,2094662,2023-10-16,,ongoing,Water Supply & Sanitation Board,Dugar-Wali Builders,REG-902,"082
Setty Path, Pune, PIN - 582436",BLVIT9370I,18.526501,73.902669,False,False,2023-24
UP-MEE-2024-0249,UP-09,Meerut,Uttar Pradesh,MP Ucchal Dhawan,water,1440000,1440000,1411200,2024-10-12,2024-12-27,completed,District Rural Development Agency (DRDA),Apex Civil Enterprises,REG-MH-109,"19, Rajagopalan Nagar, Meerut, PIN - 411001",APXCE7711Z,28.963777,77.657279,True,True,2024-25
G-VAD-2024-0250,GJ-03,Vadodara,Gujarat,MP Henry Jayaraman,community_hall,1731223,1681471,1550509,2024-04-03,,ongoing,Water Supply & Sanitation Board,Doshi LLC Builders,REG-670,"82, Oommen Ganj, Vadodara, PIN - 665736",ENGFW1404N,22.233087,73.180054,False,False,2024-25
B-BHA-2024-0251,BR-04,Bhagalpur,Bihar,MP Kevin Biswas,solar,830610,789765,758409,2024-03-18,2024-07-03,completed,Public Works Department (PWD),"Tata, Chhabra and Hegde Builders",REG-836,"H.No. 458
Deep Road, Bhagalpur, PIN - 813204",LZDXE0458V,25.256606,87.023556,True,True,2024-25
M-AUR-2023-0252,MH-05,Aurangabad,Maharashtra,MP Aishani Dubey,sanitation,434306,405649,383497,2023-12-22,,ongoing,Rural Engineering Services (RES),Dua-Vyas Builders,REG-265,"H.No. 15, D’Alia Marg, Aurangabad, PIN - 573298",NGXBQ8031I,19.932818,75.31498,False,False,2023-24
O-CUT-2023-0253,OD-02,Cuttack,Odisha,MP Onkar Mannan,building,6060000,6060000,5938800,2023-05-14,,stalled,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 643
Deol Circle, Cuttack, PIN - 800001",MDUIN9988K,20.540942,85.8389,False,False,2023-24
M-AUR-2024-0254,MH-05,Aurangabad,Maharashtra,MP Charles Krishnamurthy,building,3243249,2990259,2932863,2024-05-03,2024-04-07,completed,Rural Engineering Services (RES),Surya Dev Projects Ltd,REG-MP-883,"43/959
Rattan, Aurangabad, PIN - 462001",SDPL4433Q,19.930681,75.302845,False,False,2024-25
T-NIZ-2023-0255,TS-03,Nizamabad,Telangana,MP Chavvi Deep,building,3635150,3635150,3635150,2023-10-20,2024-08-02,completed,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 00
Gara Ganj, Nizamabad, PIN - 800001",MDUIN9988K,18.652883,78.156513,False,False,2023-24
UP-KAN-2024-0256,UP-04,Kanpur Nagar,Uttar Pradesh,MP Chanakya Bhargava,sanitation,381840,330396,299199,2024-01-10,2024-02-14,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"96/51
Sengupta Ganj, Kanpur Nagar, PIN - 225001",ABCDE1234F,26.505889,80.316169,True,True,2024-25
MP-BHO-2024-0257,MP-01,Bhopal,Madhya Pradesh,MP Tamanna Tara,drainage,2160000,2160000,2116800,2024-10-20,,stalled,District Rural Development Agency (DRDA),M/s Maa Durga Infrastructure,REG-BR-442,"629, Dar, Bhopal, PIN - 800001",MDUIN9988K,23.27395,77.349881,False,False,2024-25
